missionId,project,subProject,surveyKey,acronym,wavebandId,imageId,title,wavelength,wavelengthDesc,waveType,projectTypeKey,projectTypeDesc,minRangeDeg,maxRangeDeg,helpUrl,tooltip,apiType,filter,dataType,defaultRgbColor
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  z+,z+,, z+ (9037 Angstroms),0.9037,9037 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS z+ 9037 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  z++,z++,, z++ (9037 Angstroms),0.9037,9037 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS z++ 9037 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_ultravista,COSMOS  Y,Y,,Y (1.02 microns),1.02,1.02 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS Y 1.02 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_kpno,COSMOS  J1,J1,,   J1 (1.047 microns),1.047,1.047 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS J1 1.047 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_wfc3,COSMOS  F105W,F105W,,   F105W (1.0552 microns),1.0552,1.0552 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F105W 1.0552 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_wfc3,COSMOS  F110W,F110W,,   F110W (1.1534 microns),1.1534,1.1534 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F110W 1.1534 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_ultravista,COSMOS  NB118,NB118,,  NB118 (1.191 microns),1.191,1.191 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS NB118 1.191 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_kpno,COSMOS  J2,J2,,   J2 (1.195 microns),1.195,1.195 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS J2 1.195 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_ukirt,COSMOS  J,J,, J (1.2 microns),1.2,1.2 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS J 1.2 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.candels_cutouts,COSMOS  F125W,F125W,, F125W (1.25 microns),1.25,1.25 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F125W 1.25 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_wfc3,COSMOS  F125W,F125W,, F125W (1.25 microns),1.25,1.25 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F125W 1.25 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_ultravista,COSMOS  J,J,, J (1.252 microns),1.252,1.252 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS J 1.252 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_kpno,COSMOS  J3,J3,,   J3 (1.279 microns),1.279,1.279 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS J3 1.279 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_3dhst,COSMOS  F140W,F140W,, F140W (1.3923 microns),1.3923,1.3923 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F140W 1.3923  microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_wfc3,COSMOS  F140W,F140W,, F140W (1.3923 microns),1.3923,1.3923 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F140W 1.3923  microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.candels_cutouts,COSMOS  F160W,F160W,, F160W (1.545 microns),1.545,1.545 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F160W 1.545  microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_wfc3,COSMOS  F160W,F160W,, F160W (1.545 microns),1.545,1.545 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F160W 1.545  microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_kpno,COSMOS  H1,H1,,  H1 (1.56 microns),1.56,1.56 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS H1 1.56 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_nicmos,COSMOS  H,H,,  H (1.6028 microns),1.6028,1.6028 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS H 1.6028 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_cfht,COSMOS  H,H,, H (1.631 microns),1.631,1.631 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS H  1.631 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_ultravista,COSMOS  H,H,,  H (1.645 microns),1.645,1.645 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS H 1.645 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_kpno,COSMOS  H2,H2,,   H2 (1.708 microns),1.708,1.708 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS H2 1.708 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_cfht,COSMOS  Ks,Ks,,   Ks (2.146  microns),2.146,2.146  microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS Ks 2.146  microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_kpno,COSMOS  Ks,Ks,,   Ks (2.146  microns),2.146,2.146  microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS Ks 2.146  microns,ATLAS,file_type='science' and instrument_name='FLAMINGOS',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_ultravista,COSMOS  Ks,Ks,, Ks (2.147 microns),2.147,2.147 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS Ks 2.147 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,NIR,cosmos.cosmos_kpno,COSMOS  Ks,Ks,,  Ks (2.2 microns),2.2,2.2 microns,near-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS Ks 2.2 microns,ATLAS,file_type='science' and instrument_name='NEWFIRM',image,
COSMOS,COSMOS: Cosmic Evolution Survey,IRAC,cosmos.cosmos_irac,COSMOS  IRAC1,IRAC1,, IRAC1 (3.6 microns),3.6,3.6  microns,mid-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IRAC 3.6 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,IRAC,cosmos.cosmos_irac,COSMOS  IRAC2,IRAC2,,IRAC2 (4.5 microns),4.5,4.5  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IRAC 4.5 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,IRAC,cosmos.cosmos_irac,COSMOS  IRAC3,IRAC3,, IRAC3 (5.8 microns),5.8,5.8 microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IRAC 5.8 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,IRAC,cosmos.cosmos_irac,COSMOS  IRAC4,IRAC4,,IRAC4 (8.0 microns),8,8.0  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IRAC 8.0 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,MIPS,cosmos.cosmos_mips,COSMOS  MIPS24,MIPS24,,  MIPS24 (24 microns),24,24 microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS MIPS 24 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,MIPS,cosmos.cosmos_mips,COSMOS  MIPS70,MIPS70,,  MIPS70 (70 microns),70,70 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS MIPS 70 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,MIPS,cosmos.cosmos_mips,COSMOS  MIPS160,MIPS160,,  MIPS160 (160 microns),160,160 microns,far-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS MIPS 160 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,PACS,herschel.pep_images,COSMOS  PACS100,PACS100,,PACS100 (100 microns),100,100 microns,far-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS PACS 100 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,PACS,herschel.pep_images,COSMOS  PACS160,PACS160,,PACS160 (160 microns),160,160 microns,far-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS PACS 160 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,SPIRE,herschel.hermes_images,COSMOS  SPIRE250,SPIRE250,,SPIRE250 (250 microns),250,250 microns,far-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS SPIRE 250 microns,ATLAS,file_type='science' and fname like '%_image_%',image,
COSMOS,COSMOS: Cosmic Evolution Survey,SPIRE,herschel.hermes_images,COSMOS  SPIRE350,SPIRE350,,SPIRE350 (350 microns),350,350 microns,far-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS SPIRE 350 microns,ATLAS,file_type='science' and fname like '%_image_%',image,
COSMOS,COSMOS: Cosmic Evolution Survey,SPIRE,herschel.hermes_images,COSMOS  SPIRE500,SPIRE500,,SPIRE500 (500 microns),500,500 microns,far-IR,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS SPIRE 500 microns,ATLAS,file_type='science' and fname like '%_image_%',image,
COSMOS,COSMOS: Cosmic Evolution Survey,ALMA,cosmos.a3cosmos_images,COSMOS  band9,band9,,band9 (450 microns),450,450 microns,mm,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS ALMA 450 microns,ATLAS,file_type='science',cube,
COSMOS,COSMOS: Cosmic Evolution Survey,ALMA,cosmos.a3cosmos_images,COSMOS  band8,band8,,band8 (730 microns),730,730 microns,mm,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS ALMA 730 microns,ATLAS,file_type='science',cube,
COSMOS,COSMOS: Cosmic Evolution Survey,ALMA,cosmos.a3cosmos_images,COSMOS  band7,band7,,band7 (900 microns),900,900 microns,mm,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS ALMA 900 microns,ATLAS,file_type='science',cube,
COSMOS,COSMOS: Cosmic Evolution Survey,ALMA,cosmos.a3cosmos_images,COSMOS  band6,band6,,band6 (1.2 mm),1200,1.2 mm,mm,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS ALMA 1200 microns,ATLAS,file_type='science',cube,
COSMOS,COSMOS: Cosmic Evolution Survey,ALMA,cosmos.a3cosmos_images,COSMOS  band4,band4,,band4 (2.0 mm),2000,2.0 mm,mm,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS ALMA 2000 microns,ATLAS,file_type='science',cube,
COSMOS,COSMOS: Cosmic Evolution Survey,ALMA,cosmos.a3cosmos_images,COSMOS  band3,band3,,band3 (3.0 mm),3000,3.0 mm,mm,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS ALMA 3000 microns,ATLAS,file_type='science',cube,
COSMOS,COSMOS: Cosmic Evolution Survey,radio ,cosmos.cosmos_vla,COSMOS  3 GHz,3 GHz,, 3 GHz ,100000,3 GHz,radio,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS 3 GHz 100000 microns,ATLAS,file_type='science',cube,
COSMOS,COSMOS: Cosmic Evolution Survey,radio ,cosmos.cosmos_vla,COSMOS  20 cm,20 cm,, 20 cm ,200000,20 cm,radio,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS 20+cm 200000 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,radio ,cosmos.cosmos_vla,COSMOS  90 cm,90 cm,, 90 cm ,900000, 90 cm,radio,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS 90+cm 900000 microns,ATLAS,file_type='science',cube,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC U,U,,U (3505 Angstroms),0.3505,3505 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC U,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC U38,U38,,U38 (3655 Angstroms),0.3655,3655 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC U38,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA427,IA427,,IA427 (4271 Angstroms),0.4271,4271 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA427,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA445,IA445,,IA445 (4456 Angstroms),0.4456,4456 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA445,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC B,B,,B (4605 Angstroms),0.4605,4605 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC B,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA464,IA464,,IA464 (4636 Angstroms),0.4636,4636 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA464,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA484,IA484,,IA484 (4842 Angstroms),0.4842,4842 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA484,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC OIII,OIII,,OIII (4990 Angstroms),0.499,4990 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC OIII,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA505,IA505,,IA505 (5063 Angstroms),0.5063,5063 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA505,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA527,IA527,,IA527 (5272 Angstroms),0.5272,5272 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA527,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC V,V,,V (5383 Angstroms),0.5383,5383 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC V,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC BVR,BVR,,BVR (5500 Angstroms),0.55,5500 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC BVR,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA550,IA550,,IA550 (5512 Angstroms),0.5512,5512 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA550,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA574,IA574,,IA574 (5743 Angstroms),0.5743,5743 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA574,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA598,IA598,,IA598 (6000 Angstroms),0.6,6000 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA598,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA624,IA624,,IA624 (6226 Angstroms),0.6226,6226 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA624,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA651,IA651,,IA651 (6502 Angstroms),0.6502,6502 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA651,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC R,R,,R (6520 Angstroms),0.652,6520 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC R,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA679,IA679,,IA679 (6788 Angstroms),0.6788,6788 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA679,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA709,IA709,,IA709 (7082 Angstroms),0.7082,7082 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA709,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA738,IA738,,IA738 (7371 Angstroms),0.7371,7371 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA738,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA767,IA767,,IA767 (7690 Angstroms),0.769,7690 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA767,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA797,IA797,,IA797 (7981 Angstroms),0.7981,7981 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA797,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA827,IA827,,IA827 (8275 Angstroms),0.8275,8275 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA827,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC IA856,IA856,,IA856 (8566 Angstroms),0.8566,8566 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC IA856,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC I,I,,I (8642 Angstroms),0.8642,8642 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC I,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC z,z,,z (9035 Angstroms),0.9035,9035 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC z,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC J,J,,J (1.2461 microns),1.2461,1.2461 microns,near-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC J,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC H,H,,H (1.6534 microns),1.6534,1.6534 microns,near-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC H,ATLAS,file_type='science',image,
MUSYC,MUSYC: The Multiwavelength Survey by Yale-Chile,MUSYC,musyc.musyc_images,MUSYC K,K,,K (2.1323 microns),2.1323,2.1323 microns,near-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MUSYC,MUSYC K,ATLAS,file_type='science',image,
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_pacs_photo,HHLI PACS70,PACS70,,"PAC70 (70 microns, photo)",70,70 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI PACS70,ATLAS,file_type='science',image,
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_pacs_photo,HHLI PACS100,PACS100,,"PACS100 (100 microns, photo)",100,100 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI PACS100,ATLAS,file_type='science',image,
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_pacs_photo,HHLI PACS160,PACS160,,"PACS160 (160 microns, photo)",160,160 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI PACS160,ATLAS,file_type='science',image,
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_spire_photo,HHLI SPIRE250,SPIRE250,,"SPIRE250 (250 microns, photo)",250,250 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI SPIRE250,ATLAS,file_type='science',image,
