missionId,project,subProject,surveyKey,acronym,wavebandId,imageId,title,wavelength,wavelengthDesc,waveType,projectTypeKey,projectTypeDesc,minRangeDeg,maxRangeDeg,helpUrl,tooltip,apiType,filter,dataType,defaultRgbColor
Herschel,HerM33es: Herschel M33 Extended Survey,Herschel,herschel.herm33es_images,HerM33es PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerM33es,HerM33es PACS160,ATLAS,file_type='science',cube,
Herschel,MESS: Mass-loss of Evolved StarS,Herschel,herschel.mess_images,MESS PACS70,PACS70,,PACS70 (70  microns),70,70 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MESS,MESS PACS70,ATLAS,file_type='science',image,
Herschel,MESS: Mass-loss of Evolved StarS,Herschel,herschel.mess_images,MESS PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MESS,MESS PACS100,ATLAS,file_type='science',image,
Herschel,MESS: Mass-loss of Evolved StarS,Herschel,herschel.mess_images,MESS PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MESS,MESS PACS160,ATLAS,file_type='science',image,
Herschel,PEP: PACS Evolutionary Probe,Herschel,herschel.pep_images,PEP PACS70,PACS70,,PACS70 (70  microns),70,70 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PEP,PEP PACS70,ATLAS,file_type='science' and fname like '%sci.fits%',image,
Herschel,PEP: PACS Evolutionary Probe,Herschel,herschel.pep_images,PEP PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PEP,PEP PACS100,ATLAS,file_type='science' and fname like '%sci.fits%',image,
Herschel,PEP: PACS Evolutionary Probe,Herschel,herschel.pep_images,PEP PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PEP,PEP PACS160,ATLAS,file_type='science' and fname like '%sci.fits%',image,
Herschel,PEP: PACS Evolutionary Probe,Herschel,herschel.pep_images,PEP SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PEP,PEP SPIRE250,ATLAS,file_type='science',image,
Herschel,PEP: PACS Evolutionary Probe,Herschel,herschel.pep_images,PEP SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PEP,PEP SPIRE350,ATLAS,file_type='science',image,
Herschel,PEP: PACS Evolutionary Probe,Herschel,herschel.pep_images,PEP SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PEP,PEP SPIRE500,ATLAS,file_type='science',image,
Herschel,SAG-4: Evolution of Interstellar Dust,Herschel,herschel.sag4_images,SAG-4 PACS70,PACS70,,PACS70 (70  microns),70,70 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SAG-4,SAG-4 PACS70,ATLAS,file_type='science',image,
Herschel,SAG-4: Evolution of Interstellar Dust,Herschel,herschel.sag4_images,SAG-4 PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SAG-4,SAG-4 PACS100,ATLAS,file_type='science',image,
Herschel,SAG-4: Evolution of Interstellar Dust,Herschel,herschel.sag4_images,SAG-4 PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SAG-4,SAG-4 PACS160,ATLAS,file_type='science',image,
Herschel,SAG-4: Evolution of Interstellar Dust,Herschel,herschel.sag4_images,SAG-4 SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SAG-4,SAG-4 SPIRE250,ATLAS,file_type='science',image,
Herschel,SAG-4: Evolution of Interstellar Dust,Herschel,herschel.sag4_images,SAG-4 SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SAG-4,SAG-4 SPIRE350,ATLAS,file_type='science',image,
Herschel,SAG-4: Evolution of Interstellar Dust,Herschel,herschel.sag4_images,SAG-4 SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SAG-4,SAG-4 SPIRE500,ATLAS,file_type='science',image,
Herschel,VNGS: Very Nearby Galaxy Survey,Herschel,herschel.vngs_images,VNGS PACS70,PACS70,,PACS70 (70  microns),70,70 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#VNGS,VNGS PACS70,ATLAS,file_type='science',image,
Herschel,VNGS: Very Nearby Galaxy Survey,Herschel,herschel.vngs_images,VNGS PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#VNGS,VNGS PACS100,ATLAS,file_type='science',image,
Herschel,VNGS: Very Nearby Galaxy Survey,Herschel,herschel.vngs_images,VNGS PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#VNGS,VNGS PACS160,ATLAS,file_type='science',image,
Herschel,VNGS: Very Nearby Galaxy Survey,Herschel,herschel.vngs_images,VNGS SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#VNGS,VNGS SPIRE250,ATLAS,file_type='science',image,
Herschel,VNGS: Very Nearby Galaxy Survey,Herschel,herschel.vngs_images,VNGS SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#VNGS,VNGS SPIRE350,ATLAS,file_type='science',image,
Herschel,VNGS: Very Nearby Galaxy Survey,Herschel,herschel.vngs_images,VNGS SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#VNGS,VNGS SPIRE500,ATLAS,file_type='science',image,
BLAST, BLAST: Balloon-borne Large Aperture Submillimeter Telescope,BLAST,blast.blast_images,BLAST 250,BLAST250,,BLAST250 (250 microns),250,250 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#BLAST,BLAST BLAST250 microns,ATLAS,file_type='science' and fname like '%reduced%',cube,
BLAST, BLAST: Balloon-borne Large Aperture Submillimeter Telescope,BLAST,blast.blast_images,BLAST 350,BLAST350,,BLAST350 (350 microns),350,350 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#BLAST,BLAST BLAST350 microns,ATLAS,file_type='science' and fname like '%reduced%',cube,
BLAST, BLAST: Balloon-borne Large Aperture Submillimeter Telescope,BLAST,blast.blast_images,BLAST 550,BLAST500,,BLAST500 (500 microns),500,500 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#BLAST,BLAST BLAST500 microns,ATLAS,file_type='science' and fname like '%reduced%',cube,
IRTS, IRTS: Infrared Telescope in Space,IRTS,irts.irts_images,IRTS MIRS7.7,7.7 microns,,MIRS 7.7 (7.7 microns),7.7,7.7 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRTS,IRTS MIRS: 7.7 microns,ATLAS,file_type='science', cube,
IRTS, IRTS: Infrared Telescope in Space,IRTS,irts.irts_images,IRTS FLIM155,155 microns,,FLIM 155 (155 microns),155,155 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRTS,IRTS FLIM: 155 microns,ATLAS,file_type='science', cube,
IRTS, IRTS: Infrared Telescope in Space,IRTS,irts.irts_images,IRTS FLIM158,158 microns,,FLIM 158 (158 microns),158,158 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRTS,IRTS FLIM: 158 microns,ATLAS,file_type='science', cube,
IRTS, IRTS: Infrared Telescope in Space,IRTS,irts.irts_images,IRTS FIRP250,250 microns,,FIRP 250 (250 microns),250,250 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRTS,IRTS FIRP: 250 microns,ATLAS,file_type='science', cube,
IRTS, IRTS: Infrared Telescope in Space,IRTS,irts.irts_images,IRTS FIRP400,400 microns,,FIRP 400 (400 microns),400,400 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRTS,IRTS FIRP: 400 microns,ATLAS,file_type='science', cube,
IRTS, IRTS: Infrared Telescope in Space,IRTS,irts.irts_images,IRTS FIRP700,700 microns,,FIRP 700 (700 microns),700,700 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRTS,IRTS FIRP: 700 microns,ATLAS,file_type='science', cube,
BOLOCAM,Bolocam: Galactic Plane Survey (GPS),Bolocam,bolocam.bolocam_images,Bolocam GPS 1.1mm,1.1 mm,,Bolocam  (1.1 mm),1100,1.1 mm,mm,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Bolocam_GPS,Bolocam 350 microns,ATLAS,file_type='science',cube,
BOLOCAM,Bolocam: Galactic Plane Survey (GPS),Bolocam,bolocam.bolocam_images,SHARC-II 350 microns,350 um,,SHARC-II (350 microns),350,350 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Bolocam_GPS,Bolocam 1.1 mm,ATLAS,file_type='science',cube,
BOLOCAM,Bolocam: Lockman Hole (LH) Millimeter-Wave Galaxy Survey,Bolocam,bolocam.bolocam_lockman_hole,Bolocam LH 1.1 mm,1.1 mm,,Bolocam (1.1 mm),1100,1100 microns,mm,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Bolocam_lh,Bolocam 1.1mm,ATLAS,file_type='science',cube,
BOLOCAM,Bolocam : Bolocam Planck (2.1 mm) ,Bolocam,bolocam.planck_bolocam,Bolocam 2.1 mm,2.1 mm,,Bolocam (2.1 mm),2100,2.1 mm,mm,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Bolocam_planck,Bolocam 2.1 mm,ATLAS,file_type='science',image,
HERON,HERON: Haloes and Environments of Nearby Galaxies,HERON,heron.heron_images,HERON: g+r,g+r,,g+r (5500 Angstroms),0.55,5500 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HERON,HERON: g+r (5500 Angstroms),ATLAS,file_type='science',image,
GPIPS,GPIPS: Galactic Plane Infrared Polarization Survey,GPIPS,contributed.gpips_images,GPIPS: H,H,,H (1.6 microns),1.6,1.6 microns,near-IR,galactic,galactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GPIPS,GPIPS: H (1.6 microns),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: g,g,,g (4898 Angstroms),0.4898,4898 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: g (4898 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: B,B,,B (4898 Angstroms),0.4898,4898 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: g (4898 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: gpr,gpr,,gpr (4898 Angstroms),0.4898,4898 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: g (4898 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: H6602,H6602,,H6602 (4898 Angstroms),0.4898,4898 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: g (4898 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: H6614,H6614,,H6614 (6614 Angstroms),0.6614,6614 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: H6614 (6614 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: Ha100,Ha100,,Ha100 (6563 Angstroms),0.6563,6563 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: Ha100 (6563 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: Ha20,Ha20,,Ha20 (6584 Angstroms),0.6584,6584 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: Ha20 (6584 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: Ho20,Ho20,,Ho20 (6584 Angstroms),0.6584,6584 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: Ho20 (6584 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: z,z,,z (8780 Angstroms),0.8780,8780 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: z (8780 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: i,i,,i (7704 Angstroms),0.7704,7704 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: i (7704 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: I,I,,I (7869 Angstroms),0.7869,7869 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: I (7869 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: ip,ip,,ip (7704 Angstroms),0.7704,7704 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: ip (7704 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: ipr,ipr,,ipr (7704 Angstroms),0.7704,7704 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: ipr (7704 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: r,r,,r (6476 Angstroms),0.6476,6476 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: r (6476 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: R,R,,R (6472 Angstroms),0.6472,6472 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: R (6472 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: rpr,rpr,,rpr (6242 Angstroms),0.6242,6242 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: rpr (6242 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: U,U,,U (3518 Angstroms),0.3518,3518 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: U (3518 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: upr,upr,,upr (3530 Angstroms),0.3530,3530 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: upr (3530 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: V,V,,V (5479 Angstroms),0.5479,5479 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: V (5479 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: zl,zl,,zl (9038 Angstroms),0.9038,9038 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: zl (9038 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: zp,zp,,zp (9038 Angstroms),0.9038,9038 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: zp (9038 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: zpr,zpr,,zpr (9038 Angstroms),0.9038,9038 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: zpr (9038 Angstroms),ATLAS,file_type='science',image,
P60,P60: GRBCam Processed Images,P60,p60.grbcam_images,P60: zs,zs,,zs (9038 Angstroms),0.9038,9038 Angstroms,optical,extragalactic,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#P60,P60: zs (9038 Angstroms),ATLAS,file_type='science',image,
